feature_name,display_name,group_name,source_layer,formula,supports_snapshot,ui_snapshot_visible,ui_health_visible,sample_health_coverage,retention_action,risk_flags,tags
"Resi($close, 5)/$close","Resi($close, 5)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Resi($close, 60)/$close","Resi($close, 60)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Rsquare($close, 10)","Rsquare($close, 10)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Rsquare($close, 20)","Rsquare($close, 20)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Rsquare($close, 30)","Rsquare($close, 30)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Rsquare($close, 5)","Rsquare($close, 5)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Rsquare($close, 60)","Rsquare($close, 60)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Slope($close, 10)/$close","Slope($close, 10)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Slope($close, 20)/$close","Slope($close, 20)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Slope($close, 30)/$close","Slope($close, 30)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Slope($close, 5)/$close","Slope($close, 5)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Slope($close, 60)/$close","Slope($close, 60)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($close, 10)/$close","Std($close, 10)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($close, 20)/$close","Std($close, 20)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($close, 30)/$close","Std($close, 30)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($close, 5)/$close","Std($close, 5)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($close, 60)/$close","Std($close, 60)/$close",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($volume, 10)/($volume+1e-12)","Std($volume, 10)/($volume+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($volume, 20)/($volume+1e-12)","Std($volume, 20)/($volume+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($volume, 30)/($volume+1e-12)","Std($volume, 30)/($volume+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($volume, 5)/($volume+1e-12)","Std($volume, 5)/($volume+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std($volume, 60)/($volume+1e-12)","Std($volume, 60)/($volume+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std(Abs($close/Ref($close, 1)-1)*$volume, 10)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 10)+1e-12)","Std(Abs($close/Ref($close, 1)-1)*$volume, 10)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 10)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std(Abs($close/Ref($close, 1)-1)*$volume, 20)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 20)+1e-12)","Std(Abs($close/Ref($close, 1)-1)*$volume, 20)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 20)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std(Abs($close/Ref($close, 1)-1)*$volume, 30)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 30)+1e-12)","Std(Abs($close/Ref($close, 1)-1)*$volume, 30)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 30)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std(Abs($close/Ref($close, 1)-1)*$volume, 5)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 5)+1e-12)","Std(Abs($close/Ref($close, 1)-1)*$volume, 5)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 5)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Std(Abs($close/Ref($close, 1)-1)*$volume, 60)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 60)+1e-12)","Std(Abs($close/Ref($close, 1)-1)*$volume, 60)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 60)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($close-Ref($close, 1), 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)","Sum(Greater($close-Ref($close, 1), 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($close-Ref($close, 1), 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)","Sum(Greater($close-Ref($close, 1), 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($close-Ref($close, 1), 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)","Sum(Greater($close-Ref($close, 1), 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($close-Ref($close, 1), 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)","Sum(Greater($close-Ref($close, 1), 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($close-Ref($close, 1), 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)","Sum(Greater($close-Ref($close, 1), 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($volume-Ref($volume, 1), 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)","Sum(Greater($volume-Ref($volume, 1), 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($volume-Ref($volume, 1), 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)","Sum(Greater($volume-Ref($volume, 1), 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($volume-Ref($volume, 1), 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)","Sum(Greater($volume-Ref($volume, 1), 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($volume-Ref($volume, 1), 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)","Sum(Greater($volume-Ref($volume, 1), 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)","Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
"Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)","Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",qlib_native,qlib_native,,True,True,True,1.0,keep_observe,expression_review,"model:qlib_lgbm_semantic_all_features,research_ui"
growth_vs_value_proxy,growth_vs_value_proxy,regime,semantic_derived,,True,False,True,0.003344,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
index_volatility_10,index_volatility_10,regime,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
index_volatility_20,index_volatility_20,regime,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
index_volatility_5,index_volatility_5,regime,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
limit_up_breadth,limit_up_breadth,regime,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
market_breadth,market_breadth,regime,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
market_trend_strength,market_trend_strength,regime,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
small_vs_large_strength,small_vs_large_strength,regime,semantic_derived,,True,False,True,0.003344,keep_semantic,,"model:qlib_lgbm_semantic_all_features,regime,research_ui,semantic"
amount_mean_3d,amount_mean_3d,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
amount_mean_3d_rank,amount_mean_3d_rank,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
amount_mean_5d,amount_mean_5d,relative_strength,semantic_derived,,True,True,True,0.996656,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
amount_mean_5d_rank,amount_mean_5d_rank,relative_strength,semantic_derived,,True,True,True,0.996656,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
ret_1d,ret_1d,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
ret_1d_rank,ret_1d_rank,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
ret_3d,ret_3d,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
ret_3d_rank,ret_3d_rank,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
ret_5d,ret_5d,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
ret_5d_rank,ret_5d_rank,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
stock_minus_index_ret_3d,stock_minus_index_ret_3d,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
stock_minus_index_ret_5d,stock_minus_index_ret_5d,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
vol_mean_3d,vol_mean_3d,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
vol_mean_3d_rank,vol_mean_3d_rank,relative_strength,semantic_derived,,True,True,True,1.0,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
vol_mean_5d,vol_mean_5d,relative_strength,semantic_derived,,True,True,True,0.996656,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
vol_mean_5d_rank,vol_mean_5d_rank,relative_strength,semantic_derived,,True,True,True,0.996656,keep_semantic,,"model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,semantic"
distance_to_limit_down,distance_to_limit_down,tradability,semantic_derived,,True,True,True,0.986622,keep_observe,,"model:qlib_lgbm_semantic_all_features,research_ui,semantic,tradability"
distance_to_limit_up,distance_to_limit_up,tradability,semantic_derived,,True,True,True,0.986622,keep_observe,,"model:qlib_lgbm_semantic_all_features,research_ui,semantic,tradability"
high_limit,high_limit,tradability,raw,$high_limit,True,True,True,0.986622,keep_core,,"adapter_field,model:qlib_lgbm_semantic_all_features,research_ui"
is_limit_down,is_limit_down,tradability,semantic_derived,,True,True,True,1.0,keep_observe,,"model:qlib_lgbm_semantic_all_features,research_ui,semantic,tradability"
is_limit_up,is_limit_up,tradability,semantic_derived,,True,True,True,1.0,keep_observe,,"model:qlib_lgbm_semantic_all_features,research_ui,semantic,tradability"
limit_up_count_5d,limit_up_count_5d,tradability,semantic_derived,,True,True,True,1.0,keep_observe,,"model:qlib_lgbm_semantic_all_features,research_ui,semantic,tradability"
low_limit,low_limit,tradability,raw,$low_limit,True,True,True,0.986622,keep_core,,"adapter_field,model:qlib_lgbm_semantic_all_features,research_ui"
opened_from_limit_up,opened_from_limit_up,tradability,semantic_derived,,True,True,True,1.0,keep_observe,,"model:qlib_lgbm_semantic_all_features,research_ui,semantic,tradability"
tradability_score,tradability_score,tradability,semantic_derived,,True,True,True,1.0,keep_observe,,"model:qlib_lgbm_semantic_all_features,research_ui,semantic,tradability"
